run_id,timestamp,owner,method,variant,instance,T,L,official_status,SRS,Ccrit,Cdev,Csmooth,dSRS_vs_historical,dSRS_vs_threshold,dSRS_vs_dp,min_storage,weeks_below_Smin,release_balance_error,feasible,runtime_seconds,delta_u,u_max,eta,S_max,S_min,delta_u_full_ref,w1,w2,w3,encoding,n_qubits,p_depth,energy,approximation_ratio,seed,simulator,penalties,window_start,window_label,beta,gamma,optimizer_iterations
small_T12_L3_threshold_balanced_first_20260701-011633,20260701-011633,,threshold,balanced,small,12,3,preliminary,-0.32023308783264265,2.5012372626925655e+18,30145424621636.61,7536356155409.152,-0.023968783885654765,0.054438621007681154,-0.023968783885654765,359950769.8336055,13,0.0,True,0.0,2745242.458401289,2745242.458401289,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.1057509970985326e-15,3.015684537541453e-16,,,,,,,,,0,first,,,
small_T12_L3_dp_first_20260701-011633,20260701-011633,,dp,,small,12,3,preliminary,-0.2962643039469879,2.603502990768249e+18,0.0,0.0,0.0,0.07840740489333592,0.0,348969800.0000005,13,0.0,True,0.0,2745242.458401289,2745242.458401289,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.1057509970985326e-15,3.015684537541453e-16,,,,,,,,,0,first,,,
small_T12_L3_brute_first_20260701-011633,20260701-011633,,brute,,small,12,3,preliminary,-0.2962643039469879,2.603502990768249e+18,0.0,0.0,0.0,0.07840740489333592,0.0,348969800.0000005,13,0.0,True,0.0,2745242.458401289,2745242.458401289,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.1057509970985326e-15,3.015684537541453e-16,,,,,,,,,0,first,,,
small_T12_L3_historical_middle_20260701-011638,20260701-011638,,historical,,small,12,3,preliminary,-0.29242934804209647,2.5698022747696195e+18,0.0,0.0,0.0,0.0791300179768889,0.0,317462078.0662278,13,0.0,True,0.0,2871916.055941233,2871916.055941233,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.0103579677227689e-15,2.755521730153006e-16,,,,,,,,,20,middle,,,
small_T12_L3_threshold_pure_middle_20260701-011638,20260701-011638,,threshold,pure,small,12,3,preliminary,-0.37155936601898537,2.3864016426631885e+18,98974821988476.56,0.0,-0.0791300179768889,0.0,-0.0791300179768889,317462078.0662278,13,20519402.75920631,False,0.0,2871916.055941233,2871916.055941233,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.0103579677227689e-15,2.755521730153006e-16,,,,,,,,,20,middle,,,
small_T12_L3_threshold_clamped_middle_20260701-011638,20260701-011638,,threshold,clamped,small,12,3,preliminary,-0.37155936601898537,2.3864016426631885e+18,98974821988476.56,0.0,-0.0791300179768889,0.0,-0.0791300179768889,317462078.0662278,13,20519402.75920631,False,0.0,2871916.055941233,2871916.055941233,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.0103579677227689e-15,2.755521730153006e-16,,,,,,,,,20,middle,,,
small_T12_L3_threshold_balanced_middle_20260701-011638,20260701-011638,,threshold,balanced,small,12,3,preliminary,-0.3163329726803841,2.466963942120464e+18,32991607329492.188,8247901832373.047,-0.0239036246382876,0.0552263933386013,-0.0239036246382876,317462078.0662278,13,0.0,True,0.0,2871916.055941233,2871916.055941233,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.0103579677227689e-15,2.755521730153006e-16,,,,,,,,,20,middle,,,
small_T12_L3_dp_middle_20260701-011638,20260701-011638,,dp,,small,12,3,preliminary,-0.29242934804209647,2.5698022747696195e+18,0.0,0.0,0.0,0.0791300179768889,0.0,317462078.0662278,13,0.0,True,0.0,2871916.055941233,2871916.055941233,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.0103579677227689e-15,2.755521730153006e-16,,,,,,,,,20,middle,,,
small_T12_L3_brute_middle_20260701-011638,20260701-011638,,brute,,small,12,3,preliminary,-0.29242934804209647,2.5698022747696195e+18,0.0,0.0,0.0,0.0791300179768889,0.0,317462078.0662278,13,0.0,True,0.0,2871916.055941233,2871916.055941233,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.0103579677227689e-15,2.755521730153006e-16,,,,,,,,,20,middle,,,
small_T12_L3_historical_stress_20260701-011643,20260701-011643,,historical,,small,12,3,preliminary,-0.32928325533857555,2.893665988992335e+18,0.0,0.0,0.0,0.07579833543496073,0.0,317462078.0662278,13,0.0,True,0.0,2936293.0447633937,2936293.0447633937,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,9.66540287669296e-16,2.636018966370807e-16,,,,,,,,,13,stress,,,
small_T12_L3_threshold_pure_stress_20260701-011643,20260701-011643,,threshold,pure,small,12,3,preliminary,-0.4050815907735363,2.680987292175981e+18,103461802136710.55,0.0,-0.07579833543496073,0.0,-0.07579833543496073,338016129.3795715,13,18939802.697505556,False,0.0,2936293.0447633937,2936293.0447633937,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,9.66540287669296e-16,2.636018966370807e-16,,,,,,,,,13,stress,,,
small_T12_L3_threshold_clamped_stress_20260701-011643,20260701-011643,,threshold,clamped,small,12,3,preliminary,-0.4050815907735363,2.680987292175981e+18,103461802136710.55,0.0,-0.07579833543496073,0.0,-0.07579833543496073,338016129.3795715,13,18939802.697505556,False,0.0,2936293.0447633937,2936293.0447633937,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,9.66540287669296e-16,2.636018966370807e-16,,,,,,,,,13,stress,,,
small_T12_L3_threshold_balanced_stress_20260701-011643,20260701-011643,,threshold,balanced,small,12,3,preliminary,-0.3574870649032468,2.755385269934101e+18,43109084223629.41,8621816844725.881,-0.028203809564671223,0.047594525870289506,-0.028203809564671223,332143543.2900447,13,0.0,True,0.0,2936293.0447633937,2936293.0447633937,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,9.66540287669296e-16,2.636018966370807e-16,,,,,,,,,13,stress,,,
small_T12_L3_dp_stress_20260701-011643,20260701-011643,,dp,,small,12,3,preliminary,-0.32928325533857555,2.893665988992335e+18,0.0,0.0,0.0,0.07579833543496073,0.0,317462078.0662278,13,0.0,True,0.0,2936293.0447633937,2936293.0447633937,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,9.66540287669296e-16,2.636018966370807e-16,,,,,,,,,13,stress,,,
small_T12_L3_brute_stress_20260701-011643,20260701-011643,,brute,,small,12,3,preliminary,-0.32928325533857555,2.893665988992335e+18,0.0,0.0,0.0,0.07579833543496073,0.0,317462078.0662278,13,0.0,True,0.0,2936293.0447633937,2936293.0447633937,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,9.66540287669296e-16,2.636018966370807e-16,,,,,,,,,13,stress,,,
medium_T26_L5_historical_first_20260701-011643,20260701-011643,,historical,,medium,26,5,preliminary,-0.31153406268497746,5.685971830470834e+18,0.0,0.0,0.0,-0.02260042438988058,-0.021111089086848778,317462078.0662278,27,0.0,True,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,first,,,
medium_T26_L5_threshold_pure_first_20260701-011643,20260701-011643,,threshold,pure,medium,26,5,preliminary,-0.2889336382950969,4.817191479883607e+18,204475672918167.53,0.0,0.02260042438988058,0.0,0.0014893353030318024,373549327.80586517,27,41763308.29937241,False,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,first,,,
medium_T26_L5_threshold_clamped_first_20260701-011643,20260701-011643,,threshold,clamped,medium,26,5,preliminary,-0.2889336382950969,4.817191479883607e+18,204475672918167.53,0.0,0.02260042438988058,0.0,0.0014893353030318024,373549327.80586517,27,41763308.29937241,False,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,first,,,
medium_T26_L5_threshold_balanced_first_20260701-011643,20260701-011643,,threshold,balanced,medium,26,5,preliminary,-0.2904229735981287,5.10305439306665e+18,86508938542301.64,7864448958391.059,0.021111089086848778,-0.0014893353030318024,0.0,348310065.42302835,27,0.0,True,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,first,,,
medium_T26_L5_dp_first_20260701-011643,20260701-011643,,dp,,medium,26,5,preliminary,-0.2904229735981287,5.10305439306665e+18,86508938542301.64,7864448958391.059,0.021111089086848778,-0.0014893353030318024,0.0,348310065.42302835,27,0.0,True,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,first,,,
medium_T26_L5_historical_middle_20260701-011643,20260701-011643,,historical,,medium,26,5,preliminary,-0.2816682057978247,5.140874387547099e+18,0.0,0.0,0.0,-0.024588512302062937,-0.024857213994678773,317462078.0662278,27,0.0,True,0.0,3345306.6732179048,6690613.3464358095,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,8.592010260139945e-17,2.2339226676363854e-17,,,,,,,,,13,middle,,,
medium_T26_L5_threshold_pure_middle_20260701-011643,20260701-011643,,threshold,pure,medium,26,5,preliminary,-0.25707969349576176,4.235808400109306e+18,290967995184782.4,0.0,0.024588512302062937,0.0,-0.0002687016926158359,340879224.77875304,27,45601280.90911946,False,0.0,3345306.6732179048,6690613.3464358095,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,8.592010260139945e-17,2.2339226676363854e-17,,,,,,,,,13,middle,,,
medium_T26_L5_threshold_clamped_middle_20260701-011643,20260701-011643,,threshold,clamped,medium,26,5,preliminary,-0.25707969349576176,4.235808400109306e+18,290967995184782.4,0.0,0.024588512302062937,0.0,-0.0002687016926158359,340879224.77875304,27,45601280.90911946,False,0.0,3345306.6732179048,6690613.3464358095,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,8.592010260139945e-17,2.2339226676363854e-17,,,,,,,,,13,middle,,,
medium_T26_L5_threshold_balanced_middle_20260701-011643,20260701-011643,,threshold,balanced,medium,26,5,preliminary,-0.2568109918031459,4.4720349129991444e+18,134292920854514.95,11191076737876.246,0.024857213994678773,0.0002687016926158359,0.0,340879224.77875304,27,0.0,True,0.0,3345306.6732179048,6690613.3464358095,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,8.592010260139945e-17,2.2339226676363854e-17,,,,,,,,,13,middle,,,
medium_T26_L5_dp_middle_20260701-011643,20260701-011643,,dp,,medium,26,5,preliminary,-0.2568109918031459,4.4720349129991444e+18,134292920854514.95,11191076737876.246,0.024857213994678773,0.0002687016926158359,0.0,340879224.77875304,27,0.0,True,0.0,3345306.6732179048,6690613.3464358095,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,8.592010260139945e-17,2.2339226676363854e-17,,,,,,,,,13,middle,,,
medium_T26_L5_historical_stress_20260701-011643,20260701-011643,,historical,,medium,26,5,preliminary,-0.31153406268497746,5.685971830470834e+18,0.0,0.0,0.0,-0.02260042438988058,-0.021111089086848778,317462078.0662278,27,0.0,True,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,stress,,,
medium_T26_L5_threshold_pure_stress_20260701-011643,20260701-011643,,threshold,pure,medium,26,5,preliminary,-0.2889336382950969,4.817191479883607e+18,204475672918167.53,0.0,0.02260042438988058,0.0,0.0014893353030318024,373549327.80586517,27,41763308.29937241,False,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,stress,,,
medium_T26_L5_threshold_clamped_stress_20260701-011643,20260701-011643,,threshold,clamped,medium,26,5,preliminary,-0.2889336382950969,4.817191479883607e+18,204475672918167.53,0.0,0.02260042438988058,0.0,0.0014893353030318024,373549327.80586517,27,41763308.29937241,False,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,stress,,,
medium_T26_L5_threshold_balanced_stress_20260701-011643,20260701-011643,,threshold,balanced,medium,26,5,preliminary,-0.2904229735981287,5.10305439306665e+18,86508938542301.64,7864448958391.059,0.021111089086848778,-0.0014893353030318024,0.0,348310065.42302835,27,0.0,True,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,stress,,,
medium_T26_L5_dp_stress_20260701-011643,20260701-011643,,dp,,medium,26,5,preliminary,-0.2904229735981287,5.10305439306665e+18,86508938542301.64,7864448958391.059,0.021111089086848778,-0.0014893353030318024,0.0,348310065.42302835,27,0.0,True,0.0,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,,,,,,,,,0,stress,,,
large_T52_L5_historical_full_20260701-011643,20260701-011643,,historical,,large,52,5,preliminary,-0.2527021558991035,9.053577374679671e+18,0.0,0.0,0.0,-0.0503598942792631,-0.05123624541501132,317462078.0662278,53,0.0,True,0.0,3053171.405289538,6106342.810579076,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,5.1574412847372514e-17,1.3146418961094954e-17,,,,,,,,,0,full,,,
large_T52_L5_threshold_pure_full_20260701-011643,20260701-011643,,threshold,pure,large,52,5,preliminary,-0.2023422616198404,6.35365330249486e+18,484736492764040.06,0.0,0.0503598942792631,0.0,-0.0008763511357482157,375611223.3226168,53,89800273.65285873,False,0.0,3053171.405289538,6106342.810579076,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,5.1574412847372514e-17,1.3146418961094954e-17,,,,,,,,,0,full,,,
large_T52_L5_threshold_clamped_full_20260701-011643,20260701-011643,,threshold,clamped,large,52,5,preliminary,-0.2020841128410697,6.354095829979956e+18,479303042541944.56,739856410349.8508,0.0506180430580338,0.0002581487787707004,-0.0006182023569775152,375611223.3226168,53,88833511.6516023,False,0.0,3053171.405289538,6106342.810579076,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,5.1574412847372514e-17,1.3146418961094954e-17,,,,,,,,,0,full,,,
large_T52_L5_threshold_balanced_full_20260701-011643,20260701-011643,,threshold,balanced,large,52,5,preliminary,-0.20656571481606528,7.017313236762077e+18,205080823861709.25,9321855630077.693,0.046136441083038215,-0.004223453196224886,-0.005099804331973101,375611223.3226168,53,0.0,True,0.0,3053171.405289538,6106342.810579076,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,5.1574412847372514e-17,1.3146418961094954e-17,,,,,,,,,0,full,,,
large_T52_L5_dp_full_20260701-011643,20260701-011643,,dp,,large,52,5,preliminary,-0.20146591048409218,6.201346610121797e+18,540667626544506.25,37287422520310.77,0.05123624541501132,0.0008763511357482157,0.0,375611223.3226168,53,0.0,True,0.0,3053171.405289538,6106342.810579076,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,5.1574412847372514e-17,1.3146418961094954e-17,,,,,,,,,0,full,,,
large_T52_L7_historical_full_20260701-011644,20260701-011644,,historical,,large,52,7,preliminary,-0.2527021558991035,9.053577374679671e+18,0.0,0.0,0.0,-0.06424878316815197,-0.07505919024953164,317462078.0662278,53,0.0,True,0.0,3053171.405289538,9159514.215868615,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,2.2921961265498898e-17,5.842852871597758e-18,,,,,,,,,0,full,,,
large_T52_L7_threshold_pure_full_20260701-011644,20260701-011644,,threshold,pure,large,52,7,preliminary,-0.18845337273095153,6.35365330249486e+18,484736492764040.06,0.0,0.06424878316815197,0.0,-0.010810407081379675,375611223.3226168,53,89800273.65285873,False,0.0,3053171.405289538,9159514.215868615,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,2.2921961265498898e-17,5.842852871597758e-18,,,,,,,,,0,full,,,
large_T52_L7_threshold_clamped_full_20260701-011644,20260701-011644,,threshold,clamped,large,52,7,preliminary,-0.18834550203140218,6.354095829979956e+18,479303042541944.56,739856410349.8508,0.06435665386770131,0.00010787069954934503,-0.01070253638183033,375611223.3226168,53,88833511.6516023,False,0.0,3053171.405289538,9159514.215868615,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,2.2921961265498898e-17,5.842852871597758e-18,,,,,,,,,0,full,,,
large_T52_L7_threshold_balanced_full_20260701-011644,20260701-011644,,threshold,balanced,large,52,7,preliminary,-0.2006215636513259,7.017313236762077e+18,205080823861709.25,9321855630077.693,0.052080592247777585,-0.012168190920374383,-0.022978598001754058,375611223.3226168,53,0.0,True,0.0,3053171.405289538,9159514.215868615,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,2.2921961265498898e-17,5.842852871597758e-18,,,,,,,,,0,full,,,
large_T52_L7_dp_full_20260701-011644,20260701-011644,,dp,,large,52,7,preliminary,-0.17764296564957185,5.202463620608177e+18,1398278344511653.8,65252989410543.86,0.07505919024953164,0.010810407081379675,0.0,375611223.3226168,53,0.0,True,0.0,3053171.405289538,9159514.215868615,0.1,3288726000.0,822181500.0,3053171.405289538,2.7911856876138367e-20,2.2921961265498898e-17,5.842852871597758e-18,,,,,,,,,0,full,,,
debug_T5_L3_qaoa_p1_20260701-020007,20260701-020007,,qaoa,p1,debug,5,3,preliminary,-0.3010648049399453,1.114619859626681e+18,4214591036885.0127,4214591036885.0127,-0.02407981148993288,0.06950110663972836,-0.02407981148993288,375611223.3226168,6,0.0,True,2.4129256250016624,2052946.9152623047,2052946.9152623047,0.1,3288726000.0,822181500.0,3053171.405289538,2.4655473573922224e-19,4.745418908967719e-15,1.482943409052412e-15,onehot,17,1,0.05403808471211713,1.086935437151322,42,qiskit_aer_statevector,"{""R"": 2.769849934500124, ""bal_slack"": 2.769849934500124, ""bal_soft"": 1.793161795737659e-13, ""onehot"": 2.769849934500124}",,,[2.88616629763282],[0.41726680654325393],40
debug_T5_L3_qaoa_p2_20260701-020017,20260701-020017,,qaoa,p2,debug,5,3,preliminary,-0.3460271039375933,1.1093970801960151e+18,12643773110655.04,8429182073770.025,-0.06904211048758085,0.024538807642080385,-0.06904211048758085,375611223.3226168,6,0.0,True,9.331317707998096,2052946.9152623047,2052946.9152623047,0.1,3288726000.0,822181500.0,3053171.405289538,2.4655473573922224e-19,4.745418908967719e-15,1.482943409052412e-15,onehot,17,2,0.06210836221456706,1.2492630002355738,42,qiskit_aer_statevector,"{""R"": 2.769849934500124, ""bal_slack"": 2.769849934500124, ""bal_soft"": 1.793161795737659e-13, ""onehot"": 2.769849934500124}",,,"[2.8563352525693904, -0.1713705495827179]","[0.395277713306529, 1.662382394906009]",200
debug_T5_L3_qaoa_onehot_p1_20260701-022903,20260701-022903,,qaoa,onehot_p1,debug,5,3,preliminary,-0.27698499345001243,1.1234219152982561e+18,0.0,0.0,0.0,0.09358091812966124,0.0,375611223.3226168,6,0.0,True,2.4544409590016585,2052946.9152623047,2052946.9152623047,0.1,3288726000.0,822181500.0,3053171.405289538,2.4655473573922224e-19,4.745418908967719e-15,1.482943409052412e-15,onehot,17,1,0.049716002317250485,1.0,42,qiskit_aer_statevector,"{""R"": 2.769849934500124, ""bal_slack"": 2.769849934500124, ""bal_soft"": 1.793161795737659e-13, ""onehot"": 2.769849934500124}",,,[2.88616629763282],[0.41726680654325393],40
debug_T5_L3_qaoa_onehot_p2_20260701-022912,20260701-022912,,qaoa,onehot_p2,debug,5,3,preliminary,-0.27698499345001243,1.1234219152982561e+18,0.0,0.0,0.0,0.09358091812966124,0.0,375611223.3226168,6,0.0,True,9.483965542007354,2052946.9152623047,2052946.9152623047,0.1,3288726000.0,822181500.0,3053171.405289538,2.4655473573922224e-19,4.745418908967719e-15,1.482943409052412e-15,onehot,17,2,0.049716002317250485,1.0,42,qiskit_aer_statevector,"{""R"": 2.769849934500124, ""bal_slack"": 2.769849934500124, ""bal_soft"": 1.793161795737659e-13, ""onehot"": 2.769849934500124}",,,"[2.8563352525693904, -0.1713705495827179]","[0.395277713306529, 1.662382394906009]",200
small_T12_L3_qaoa_binary_p1_20260701-023221,20260701-023221,,qaoa,binary_p1,small,12,3,preliminary,-0.3892930265607522,2.462352167080065e+18,90436273864909.84,30145424621636.61,-0.09302872261376433,-0.014621317720428406,-0.09302872261376433,365441254.75040805,13,0.0,True,189.2658464999986,2745242.458401289,2745242.458401289,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.1057509970985326e-15,3.015684537541453e-16,binary,24,1,0.43123925961340737,1.3140058433445645,42,qiskit_aer_statevector,"{""R"": 2.962643039469879, ""bal_slack"": 2.962643039469879, ""bal_soft"": 1.7551183706219105e-14, ""onehot"": 2.962643039469879}",,,[2.775936597606],[1.1367406324311395],91
small_T12_L3_qubo_exhaustive_20260701-023308,20260701-023308,,qubo_exhaustive,,small,12,3,preliminary,-0.2962643039469879,2.603502990768249e+18,0.0,0.0,0.0,0.07840740489333592,0.0,348969800.0000005,13,0.0,True,0.884812417003559,2745242.458401289,2745242.458401289,0.1,3288726000.0,822181500.0,3053171.405289538,1.1379449341810258e-19,1.1057509970985326e-15,3.015684537541453e-16,onehot,40,,0.0031250000000000444,1.0,42,numpy_exhaustive,"{""R"": 2.962643039469879, ""bal_slack"": 2.962643039469879, ""bal_soft"": 1.7551183706219105e-14, ""onehot"": 2.962643039469879}",,,,,
medium_T26_L5_qubo_sa_20260701-023309,20260701-023309,,qubo_sa,,medium,26,5,preliminary,-0.3226766702648148,5.033274679468841e+18,275255713543687.06,416815794794726.2,-0.011142607579837316,-0.033743031969717896,-0.032253696666686094,356723152.88397396,27,0.0,True,0.5528034590097377,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,onehot,135,,0.0008091928904072621,1.1110576627843394,42,numpy_sa,"{""R"": 3.1153406268497745, ""bal_slack"": 3.1153406268497745, ""bal_soft"": 3.2105999314703844e-15, ""onehot"": 3.1153406268497745}",,,,,
customT10L3_T10_L3_qaoa_chunked_blk5_p1_20260701-031124,20260701-031124,,qaoa_chunked,blk5_p1,customT10L3,10,3,preliminary,-0.2928827531847995,2.1778195116075942e+18,0.0,0.0,0.0,0.08120100788620743,0.0,348969800.0000005,11,0.0,True,0.9334225829952629,2877960.490456566,2877960.490456566,0.1,3288726000.0,822181500.0,3053171.405289538,1.3448440131230304e-19,1.2073421006682877e-15,3.3537280574119103e-16,onehot,15,1,,1.0,42,qiskit_aer_statevector,,,,,,
medium_T26_L5_qaoa_chunked_blk5_p1_20260701-032231,20260701-032231,,qaoa_chunked,blk5_p1,medium,26,5,preliminary,-0.3562585231489004,4.789426000364215e+18,644884814588066.9,471866937503463.5,-0.04472446046392292,-0.0673248848538035,-0.0658355495507717,373549327.80586517,27,24937133.37748129,False,645.3132780419983,2804362.4869818557,5608724.973963711,0.1,3288726000.0,822181500.0,3053171.405289538,5.478994127538273e-20,1.222639331281485e-16,3.1788622613318614e-17,onehot,25,1,,1.2266885044771676,42,qiskit_aer_statevector,,,,,,
debug_T5_L3_qaoa_hardware_onehot_p1_20260701-094321,20260701-094321,,qaoa_hardware,onehot_p1,debug,5,3,preliminary,-0.27698499345001243,1.1234219152982561e+18,0.0,0.0,0.0,0.09358091812966124,0.0,375611223.3226168,6,0.0,True,361.7043869495392,2052946.9152623047,2052946.9152623047,0.1,3288726000.0,822181500.0,3053171.405289538,2.4655473573922224e-19,4.745418908967719e-15,1.482943409052412e-15,onehot,17,1,0.049716002317250485,1.0,42,ibmq:ibm_fez,"{""R"": 2.769849934500124, ""bal_slack"": 2.769849934500124, ""bal_soft"": 1.793161795737659e-13, ""onehot"": 2.769849934500124}",,,[2.8861213721085033],[0.41724971475043],
