#Data Set Export - Discharge.Best Available@08461300,
Timestamp (UTC-06:00),Value (m^3/s)
2025-06-29 00:00:00,11.9892907608718
2025-06-29 00:15:00,12.037480638939972
2025-06-29 00:30:00,12.033507482363452
2025-06-29 00:45:00,11.977396732936027
2025-06-29 01:00:00,12.025563105383736
2025-06-29 01:15:00,12.021591884987311
2025-06-29 01:30:00,11.965508513941485
2025-06-29 01:45:00,11.961547065168308
2025-06-29 02:00:00,11.957586261846625
2025-06-29 02:15:00,11.953626103979836
2025-06-29 02:30:00,11.949666591571333
2025-06-29 02:45:00,11.945707724624516
2025-06-29 03:00:00,11.941749503142788
2025-06-29 03:15:00,11.937791927129538
2025-06-29 03:30:00,11.933834996588176
2025-06-29 03:45:00,11.929878711522095
2025-06-29 04:00:00,11.925923071934697
2025-06-29 04:15:00,11.92196807782939
2025-06-29 04:30:00,11.91801372920957
2025-06-29 04:45:00,11.91406002607864
2025-06-29 05:00:00,11.910106968439996
2025-06-29 05:15:00,11.90615455629706
2025-06-29 05:30:00,11.902202789653229
2025-06-29 05:45:00,11.898251668511897
2025-06-29 06:00:00,11.894301192876485
2025-06-29 06:15:00,11.890351362750383
2025-06-29 06:30:00,11.83457045894592
2025-06-29 06:45:00,11.882453639039772
2025-06-29 07:00:00,11.826690990917806
2025-06-29 07:15:00,11.822752225253723
2025-06-29 07:30:00,11.818814105160861
2025-06-29 07:45:00,11.866665937880313
2025-06-29 08:00:00,11.862720626414863
2025-06-29 08:15:00,11.858775960486012
2025-06-29 08:30:00,11.854831940097155
2025-06-29 08:45:00,11.850888565251715
2025-06-29 09:00:00,11.846945835953095
2025-06-29 09:15:00,11.843003752204726
2025-06-29 09:30:00,11.839062314010006
2025-06-29 09:45:00,11.835121521372342
2025-06-29 10:00:00,11.883005797424902
2025-06-29 10:15:00,11.87905781357207
2025-06-29 10:30:00,11.875110475241705
2025-06-29 10:45:00,11.871163782437225
2025-06-29 11:00:00,11.81542724165962
2025-06-29 11:15:00,11.863272333419559
2025-06-29 11:30:00,11.859327577213184
2025-06-29 11:45:00,11.855383466546334
2025-06-29 12:00:00,11.903308021785014
2025-06-29 12:15:00,11.847497181844858
2025-06-29 12:30:00,11.740187278524715
2025-06-29 12:45:00,11.327319269490898
2025-06-29 13:00:00,10.843389484341502
2025-06-29 13:15:00,10.419668287896004
2025-06-29 14:15:00,10.455813578308447
2025-06-29 14:30:00,10.451855681292919
2025-06-29 14:45:00,10.395975891101633
2025-06-29 15:00:00,10.237108219857484
2025-06-29 15:15:00,9.977758497785178
2025-06-29 15:30:00,9.772031081941384
2025-06-29 15:45:00,9.469538490128892
2025-06-29 16:00:00,9.26941309670209
2025-06-29 16:15:00,8.975260001292252
2025-06-29 16:30:00,8.686087200627501
2025-06-29 16:45:00,8.494885014202156
2025-06-29 17:00:00,8.305917834777718
2025-06-29 17:15:00,8.119183103002786
2025-06-29 17:30:00,7.9346782348869604
2025-06-29 17:45:00,7.796913165115899
2025-06-29 18:00:00,7.660415438283486
2025-06-29 18:15:00,7.481494500866942
2025-06-29 18:30:00,7.3912174467454035
2025-06-29 18:45:00,7.1729127147059195
2025-06-29 19:00:00,7.042293242852736
2025-06-29 19:15:00,6.954849082179373
2025-06-29 19:30:00,6.867978856240756
2025-06-29 19:45:00,6.7816821977348445
2025-06-29 20:00:00,6.695958737392799
2025-06-29 20:15:00,6.610808103956541
2025-06-29 20:30:00,6.4856952013151785
2025-06-29 20:45:00,6.401964519055818
2025-06-29 21:00:00,6.318805355254352
2025-06-29 21:15:00,6.236217329450908
2025-06-29 21:30:00,6.193634204167492
2025-06-29 21:45:00,6.151204367186172
2025-06-29 22:00:00,6.108927764848376
2025-06-29 22:15:00,6.0668043433387915
2025-06-29 22:30:00,6.024834048684412
2025-06-29 22:45:00,5.983016826753535
2025-06-29 23:00:00,5.941352623254776
2025-06-29 23:15:00,5.890249268713508
2025-06-29 23:30:00,5.88648854142228
2025-06-29 23:45:00,5.833474497807527
2025-06-30 00:00:00,5.732049075652563
2025-06-30 00:15:00,5.728352401976831
2025-06-30 00:30:00,5.676242914088393
2025-06-30 00:45:00,5.672568990948846
2025-06-30 01:00:00,5.6207807799718115
2025-06-30 01:15:00,5.521712061732356
2025-06-30 01:30:00,5.47079858036541
2025-06-30 01:45:00,5.51449257074392
2025-06-30 02:00:00,5.510885059741202
2025-06-30 02:15:00,5.507279038059224
2025-06-30 02:30:00,5.503674505442731
2025-06-30 02:45:00,5.500071461636484
2025-06-30 03:00:00,5.44928417974971
2025-06-30 03:15:00,5.445703645106897
2025-06-30 03:30:00,5.395234225350451
2025-06-30 03:45:00,5.39167614129779
2025-06-30 04:00:00,5.388119538062203
2025-06-30 04:15:00,5.337988062913334
2025-06-30 04:30:00,5.334453847756798
2025-06-30 04:45:00,5.330921109286065
2025-06-30 05:00:00,5.3273898472450085
2025-06-30 05:15:00,5.323860061377493
2025-06-30 05:30:00,5.3203317514273545
2025-06-30 05:45:00,5.316804917138414
2025-06-30 06:00:00,5.313279558254482
2025-06-30 06:15:00,5.309755674519348
2025-06-30 06:30:00,5.26008624119822
2025-06-30 06:45:00,5.256584659675981
2025-06-30 07:00:00,5.253084549164757
2025-06-30 07:15:00,5.249585909408017
2025-06-30 07:30:00,5.200272951580088
2025-06-30 07:45:00,5.196796547468778
2025-06-30 08:00:00,5.19332160996911
2025-06-30 08:15:00,5.144343354853449
2025-06-30 08:30:00,5.186376133777293
2025-06-30 08:45:00,5.137439288092189
2025-06-30 09:00:00,5.133989448150402
2025-06-30 09:15:00,5.13054107015831
